"idnum","father_fin_security_w234","mother_fin_security_w2345"
"2432","Yes","Yes"
"2433","Yes","No"
"2434","No","No"
"2435","Yes","Yes"
"2436","No","Yes"
"2437","Yes","No"
"2438","Yes","No"
"2439","No","No"
"2440",NA,"No"
"2441","No","Yes"
"2442","Yes","Yes"
"2443",NA,"Yes"
"2444",NA,NA
"2445","No","Yes"
"2446","No","No"
"2447","Yes","Yes"
"2448","Yes","Yes"
"2449","Yes","Yes"
"2450","Yes","No"
"2451","No","Yes"
"2452",NA,"Yes"
"2453",NA,"No"
"2454","Yes","Yes"
"2455","Yes","No"
"2456","Yes","No"
"2457","Yes","Yes"
"2458","Yes","No"
"2459","No","Yes"
"2460","Yes","Yes"
"2461",NA,"Yes"
"2462","Yes","Yes"
"2463","No","No"
"2464","Yes","No"
"2465","No","No"
"2466",NA,"No"
"2467","No","Yes"
"2468","Yes","Yes"
"2469",NA,"Yes"
"2470",NA,"No"
"2471","No","No"
"2472","No","No"
"2473",NA,NA
"2474","No","Yes"
"2475","No","Yes"
"2476","No","No"
"2477","No","Yes"
"2478","No","Yes"
"2479","No","No"
"2480","Yes",NA
"2481","No","No"
"2482","Yes","Yes"
"2483","Yes","Yes"
"2484","No","Yes"
"2485","No","Yes"
"2486","Yes","Yes"
"2487",NA,"Yes"
"2488","Yes","Yes"
"2489","No","No"
"2490","Yes","Yes"
"2491","Yes","Yes"
"2492","Yes","Yes"
"2493","Yes","Yes"
"2494","Yes","Yes"
"2495","No","No"
"2496","Yes","No"
"2497","Yes","No"
"2498","Yes","No"
"2499",NA,NA
"2500",NA,"Yes"
"2501","Yes","Yes"
"2502",NA,"Yes"
"2503","Yes","No"
"2504","No","Yes"
"2505",NA,"No"
"2506","Yes","No"
"2507","No","No"
"2508","Yes","No"
"2509","No","No"
"2510","Yes","Yes"
"2511","No","No"
"2512","Yes","Yes"
"2513","Yes","Yes"
"2514","Yes","Yes"
"2515","Yes","Yes"
"2516","No","No"
"2517",NA,"No"
"2518","No","Yes"
"2519","Yes","Yes"
"2520",NA,"Yes"
"2521","Yes","Yes"
"2522","Yes","Yes"
"2523","Yes","No"
"2524","No","No"
"2525","Yes","Yes"
"2526","Yes","Yes"
"2527","No","No"
"2528","Yes","Yes"
"2529",NA,"No"
"2530",NA,"No"
"2531","No","No"
"2532","Yes","Yes"
"2533","No","Yes"
"2534","Yes","No"
"2535",NA,"No"
"2536","No","Yes"
"2537","No","No"
"2538","No","No"
"2539",NA,"Yes"
"2540","Yes","Yes"
"2541","No","No"
"2542","Yes","Yes"
"2543",NA,NA
"2544","No","No"
"2545","Yes","Yes"
"2546","Yes","Yes"
"2547","Yes","Yes"
"2548",NA,"Yes"
"2549","Yes","No"
"2550","Yes","Yes"
"2551","Yes","No"
"2552","No","No"
"2553","No","No"
"2554",NA,"Yes"
"2555","Yes","Yes"
"2556","Yes","Yes"
"2557","Yes","Yes"
"2558","Yes","Yes"
"2559",NA,"Yes"
"2560","No","Yes"
"2561","No","Yes"
"2562","Yes","Yes"
"2563","No","Yes"
"2564",NA,NA
"2565","No","No"
"2566","Yes","Yes"
"2567","Yes","Yes"
"2568","Yes","Yes"
"2569","Yes","Yes"
"2570",NA,NA
"2571","No","Yes"
"2572","No","No"
"2573","Yes","No"
"2574",NA,"No"
"2575","Yes","No"
"2576","Yes","Yes"
"2577",NA,"No"
"2578",NA,"Yes"
"2579",NA,"Yes"
"2580","No","Yes"
"2581",NA,"No"
"2582","Yes","Yes"
"2583","No","Yes"
"2584","No","Yes"
"2585",NA,"Yes"
"2586",NA,"Yes"
"2587","Yes","Yes"
"2588","Yes","No"
"2589","Yes","Yes"
"2590","Yes","Yes"
"2591","No","Yes"
"2592","Yes","No"
"2593","Yes","Yes"
"2594","Yes","Yes"
"2595","No","Yes"
"2596","Yes","Yes"
"2597","Yes","Yes"
"2598","Yes","No"
"2599","Yes","Yes"
"2600","Yes","Yes"
"2601",NA,"Yes"
"2602","Yes","No"
"2603",NA,"No"
"2604","Yes","Yes"
"2605","Yes","Yes"
"2606","No","No"
"2607","No","No"
"2608","Yes","Yes"
"2609","Yes","No"
"2610","Yes","Yes"
"2611","Yes","Yes"
"2612",NA,"Yes"
"2613",NA,"No"
"2614","Yes","No"
"2615","No","No"
"2616","No","Yes"
"2617",NA,NA
"2618",NA,"Yes"
"2619","Yes","Yes"
"2620",NA,"No"
"2621","No","No"
"2622","No","No"
"2623","No","No"
"2624","Yes","Yes"
"2625","Yes","No"
"2626","No","Yes"
"2627","Yes","Yes"
"2628",NA,"No"
"2629","No","No"
"2630","No","Yes"
"2631","Yes","Yes"
"2632","Yes","No"
"2633","Yes","Yes"
"2634","Yes","Yes"
"2635","Yes","Yes"
"2636","Yes","Yes"
"2637",NA,"Yes"
"2638",NA,"Yes"
"2639","No","Yes"
"2640","Yes","No"
"2641","Yes","Yes"
"2642","Yes","Yes"
"2643","Yes","Yes"
"2644","Yes","No"
"2645","No","Yes"
"2646","Yes","No"
"2647",NA,"Yes"
"2648","No","Yes"
"2649","Yes","Yes"
"2650","Yes","Yes"
"2651",NA,NA
"2652","No","No"
"2653","No","Yes"
"2654","Yes","Yes"
"2655","Yes","Yes"
"2656","No","Yes"
"2657","Yes","Yes"
"2658","No","No"
"2659",NA,"Yes"
"2660",NA,"Yes"
"2661","No","Yes"
"2662","Yes","Yes"
"2663","Yes","No"
"2664","Yes","Yes"
"2665","Yes","Yes"
"2666","Yes","Yes"
"2667","No","No"
"2668",NA,NA
"2669","No","Yes"
"2670","No","Yes"
"2671","Yes","No"
"2672","Yes","No"
"2673","No","No"
"2674","No","No"
"2675","No","No"
"2676","Yes","Yes"
"2677","No","Yes"
"2678","Yes","Yes"
"2679",NA,"No"
"2680","No","No"
"2681","Yes","Yes"
"2682","Yes","No"
"2683","Yes","Yes"
"2684","Yes","No"
"2685","Yes","Yes"
"2686","No","No"
"2687",NA,"Yes"
"2688","Yes","Yes"
"2689","No","Yes"
"2690","No","No"
"2691","No","No"
"2692","Yes","Yes"
"2693","No","No"
"2694","Yes","Yes"
"2695","No","No"
"2696","Yes","No"
"2697","Yes","Yes"
"2698","Yes","No"
"2699",NA,NA
"2700","No","No"
"2701","No","Yes"
"2702","No","No"
"2703","No","Yes"
"2704","No","No"
"2705","No","Yes"
"2706","Yes","Yes"
"2707","Yes","Yes"
"2708","Yes","Yes"
"2709","Yes","No"
"2710","No","No"
"2711","Yes","Yes"
"2712",NA,NA
"2713","Yes","Yes"
"2714","No","Yes"
"2715","Yes","No"
"2716",NA,"No"
"2717","Yes","Yes"
"2718","Yes","Yes"
"2719","Yes","No"
"2720","Yes","No"
"2721","No","Yes"
"2722","No","Yes"
"2723","Yes","No"
"2724","Yes","Yes"
"2725","Yes","Yes"
"2726","No","Yes"
"2727","Yes","Yes"
"2728","No","No"
"2729","No","No"
"2730",NA,"Yes"
"2731","No","Yes"
"2732","Yes","Yes"
"2733","Yes","No"
"2734","Yes","Yes"
"2735","Yes","Yes"
"2736","No","No"
"2737","Yes","Yes"
"2738","No","No"
"2739","No","No"
"2740","No","Yes"
"2741","Yes","Yes"
"2742","Yes","Yes"
"2743","No","Yes"
"2744","No","No"
"2745","Yes","Yes"
"2746","No","No"
"2747",NA,NA
"2748","Yes","No"
"2749","Yes","Yes"
"2750","Yes","No"
"2751",NA,"Yes"
"2752","No","No"
"2753","No","Yes"
"2754","Yes","Yes"
"2755","Yes","Yes"
"2756",NA,"No"
"2757","No","No"
"2758",NA,"No"
"2759","No","No"
"2760","Yes","No"
"2761","No","No"
"2762",NA,"No"
"2763","No","Yes"
"2764","Yes","Yes"
"2765",NA,"Yes"
"2766","Yes","No"
"2767","No","Yes"
"2768","No","No"
"2769","No","Yes"
"2770","Yes","Yes"
"2771","Yes","Yes"
"2772","Yes","Yes"
"2773",NA,"No"
"2774",NA,"Yes"
"2775","No","No"
"2776","No","No"
"2777","No","No"
"2778","No","Yes"
"2779","No","Yes"
"2780","Yes","No"
"2781","Yes","Yes"
"2782","Yes","Yes"
"2783","Yes","Yes"
"2784","No","No"
"2785","Yes","Yes"
"2786","No","No"
"2787","Yes","No"
"2788","No","Yes"
"2789","No","No"
"2790","No","Yes"
"2791","No","No"
"2792","No","Yes"
"2793","Yes","Yes"
"2794",NA,NA
"2795","Yes","Yes"
"2796","No","No"
"2797","Yes","Yes"
"2798","No","No"
"2799","No","No"
"2800","No","Yes"
"2801","No","No"
"2802","No","No"
"2803","No","Yes"
"2804","Yes","Yes"
"2805","Yes","Yes"
"2806",NA,"Yes"
"2807","No","No"
"2808","No","No"
"2809","No","Yes"
"2810","Yes","No"
"2811","Yes","No"
"2812","No","Yes"
"2813","No","No"
"2814","No","No"
"2815","No","No"
"2816",NA,"Yes"
"2817","No","No"
"2818","Yes","Yes"
"2819","No","Yes"
"2820","Yes","No"
"2821",NA,"Yes"
"2822","No","No"
"2823","Yes","Yes"
"2824","Yes","Yes"
"2825","Yes","No"
"2826",NA,NA
"2827",NA,"Yes"
"2828","No","Yes"
"2829","Yes","No"
"2830","Yes","Yes"
"2831","No","Yes"
"2832","Yes","Yes"
"2833","No","No"
"2834","No","No"
"2835","Yes","Yes"
"2836","Yes","No"
"2837","Yes","Yes"
"2838","Yes","Yes"
"2839","No","No"
"2840",NA,"Yes"
"2841","No","No"
"2842","No","No"
"2843","Yes","No"
"2844",NA,"No"
"2845","No","Yes"
"2846","Yes","Yes"
"2847","No","No"
"2848","No","No"
"2849",NA,"No"
"2850","Yes","No"
"2851","Yes","Yes"
"2852",NA,NA
"2853","No","Yes"
"2854",NA,NA
"2855","No","No"
"2856","No","No"
"2857","No","No"
"2858","Yes","Yes"
"2859","No","Yes"
"2860","No","Yes"
"2861",NA,"Yes"
"2862",NA,"No"
"2863","Yes","Yes"
"2864","No","Yes"
"2865","No","Yes"
"2866","Yes","Yes"
"2867","No","Yes"
"2868","Yes","Yes"
"2869","Yes","Yes"
"2870","Yes","Yes"
"2871",NA,"Yes"
"2872","Yes","No"
"2873","Yes","No"
"2874",NA,NA
"2875","No",NA
"2876","Yes","Yes"
"2877","No","No"
"2878","No","Yes"
"2879",NA,"Yes"
"2880","Yes","Yes"
"2881","No","No"
"2882",NA,"Yes"
"2883",NA,"No"
"2884","Yes","No"
"2885",NA,"No"
"2886",NA,"No"
"2887","Yes","No"
"2888","No","No"
"2889","No","No"
"2890",NA,NA
"2891","Yes","Yes"
"2892","Yes","Yes"
"2893","Yes","Yes"
"2894","No","No"
"2895","No","No"
"2896","No","Yes"
"2897","No","Yes"
"2898","No","Yes"
"2899","No","Yes"
"2900","Yes","Yes"
"2901","No","Yes"
"2902","No","Yes"
"2903","Yes","Yes"
"2904","No","No"
"2905","Yes","Yes"
"2906","Yes","Yes"
"2907","Yes","No"
"2908","No","No"
"2909",NA,NA
"2910","No","Yes"
"2911","Yes","No"
"2912","No","No"
"2913","No","Yes"
"2914","Yes","Yes"
"2915","No","No"
"2916",NA,"Yes"
"2917",NA,"Yes"
"2918",NA,"Yes"
"2919","No","Yes"
"2920","Yes","Yes"
"2921","Yes","Yes"
"2922","No","Yes"
"2923","Yes","Yes"
"2924","Yes","No"
"2925","Yes","No"
"2926","No","Yes"
"2927","Yes","Yes"
"2928","No","No"
"2929","Yes","Yes"
"2930",NA,"No"
"2931","Yes","Yes"
"2932","Yes","No"
"2933","Yes","No"
"2934",NA,"Yes"
"2935","Yes","No"
"2936","No","Yes"
"2937","No","Yes"
"2938","Yes","Yes"
"2939","No","No"
"2940","No","Yes"
"2941","Yes","Yes"
"2942","Yes","Yes"
"2943","Yes","No"
"2944","No","Yes"
"2945","Yes","No"
"2946","Yes","Yes"
"2947","Yes","No"
"2948","Yes","Yes"
"2949","Yes","Yes"
"2950","No","Yes"
"2951","Yes","Yes"
"2952","Yes","No"
"2953","No","Yes"
"2954","No","Yes"
"2955","Yes","Yes"
"2956","No","Yes"
"2957","Yes","Yes"
"2958","Yes","Yes"
"2959","Yes","No"
"2960","Yes","Yes"
"2961","Yes","Yes"
"2962","Yes","Yes"
"2963","No","No"
"2964",NA,"No"
"2965","Yes","No"
"2966","No","No"
"2967","No","No"
"2968","No","No"
"2969","No","Yes"
"2970",NA,"No"
"2971","Yes","Yes"
"2972","No","Yes"
"2973","No","No"
"2974","Yes","Yes"
"2975","No","Yes"
"2976","Yes","Yes"
"2977","Yes","Yes"
"2978",NA,"Yes"
"2979","Yes","Yes"
"2980","Yes","No"
"2981","Yes","Yes"
"2982",NA,"No"
"2983","No","No"
"2984",NA,"Yes"
"2985","Yes","No"
"2986","No","No"
"2987",NA,"Yes"
"2988","Yes","Yes"
"2989","Yes","Yes"
"2990","Yes","Yes"
"2991","Yes","Yes"
"2992","Yes","No"
"2993","No","Yes"
"2994","No","Yes"
"2995","Yes","Yes"
"2996",NA,"Yes"
"2997","No","No"
"2998","No","No"
"2999","Yes","No"
"3000","No","Yes"
"3001","No","Yes"
"3002",NA,"Yes"
"3003","Yes","Yes"
"3004","Yes","Yes"
"3005","No","No"
"3006","Yes","Yes"
"3007","Yes","Yes"
"3008","Yes","Yes"
"3009","Yes","Yes"
"3010",NA,"Yes"
"3011","Yes","Yes"
"3012",NA,"Yes"
"3013","No","No"
"3014","No",NA
"3015","No","Yes"
"3016","Yes","Yes"
"3017",NA,"Yes"
"3018","No","No"
"3019","Yes","No"
"3020","Yes","No"
"3021","Yes","Yes"
"3022","Yes","Yes"
"3023","No","No"
"3024","No","No"
"3025",NA,NA
"3026","Yes","Yes"
"3027","No","Yes"
"3028","No","Yes"
"3029",NA,"Yes"
"3030","Yes","No"
"3031",NA,"No"
"3032","Yes","No"
"3033","No","No"
"3034","No","Yes"
"3035","Yes","Yes"
"3036",NA,"Yes"
"3037","Yes","No"
"3038",NA,NA
"3039","No","Yes"
"3040","No","No"
"3041","No","No"
"3042","Yes","Yes"
"3043","No","Yes"
"3044",NA,"Yes"
"3045","Yes","Yes"
"3046","Yes","Yes"
"3047","Yes","No"
"3048",NA,"Yes"
"3049","Yes","No"
"3050","Yes","Yes"
"3051",NA,"Yes"
"3052","No","Yes"
"3053",NA,"No"
"3054","No","Yes"
"3055","Yes","No"
"3056","Yes","No"
"3057","Yes","Yes"
"3058","Yes","No"
"3059","No","No"
"3060","Yes","Yes"
"3061",NA,"Yes"
"3062","No","No"
"3063","Yes","Yes"
"3064","Yes","No"
"3065","Yes","Yes"
"3066","No","No"
"3067","Yes","Yes"
"3068","Yes","Yes"
"3069","No","Yes"
"3070","Yes","Yes"
"3071","Yes","Yes"
"3072","No","No"
"3073","Yes","No"
"3074","No","Yes"
"3075","Yes","Yes"
"3076","No","No"
"3077","No","No"
"3078","Yes","Yes"
"3079","Yes","No"
"3080","No","Yes"
"3081","Yes","No"
"3082","Yes","No"
"3083","Yes","Yes"
"3084","No","Yes"
"3085","No","Yes"
"3086","No","No"
"3087","Yes","Yes"
"3088","No","No"
"3089","No","Yes"
"3090","Yes","No"
"3091","No","Yes"
"3092","Yes","Yes"
"3093","Yes","Yes"
"3094","No","Yes"
"3095","Yes","No"
"3096","No","No"
"3097","No","No"
"3098","No","No"
"3099","Yes","Yes"
"3100","No","Yes"
"3101","Yes","No"
"3102","No","No"
"3103","No","Yes"
"3104",NA,"No"
"3105","Yes","No"
"3106","Yes","Yes"
"3107","No","Yes"
"3108","No","No"
"3109","Yes","No"
"3110","Yes","Yes"
"3111","Yes","Yes"
"3112","Yes","No"
"3113","No","Yes"
"3114","Yes","Yes"
"3115","No","Yes"
"3116","No","No"
"3117",NA,"No"
"3118","Yes","Yes"
"3119","No","Yes"
"3120","No","No"
"3121","Yes","Yes"
"3122","No","Yes"
"3123","No","No"
"3124","No","No"
"3125","Yes","No"
"3126","No","No"
"3127","Yes","No"
"3128","No","Yes"
"3129","Yes","Yes"
"3130",NA,"No"
"3131","Yes","Yes"
"3132",NA,"No"
"3133","No","No"
"3134",NA,"No"
"3135","Yes","No"
"3136","No","No"
"3137","Yes","No"
"3138","No","No"
"3139","No","Yes"
"3140","No","No"
"3141","Yes","Yes"
"3142","No","No"
"3143","Yes","Yes"
"3144","No","No"
"3145","No","Yes"
"3146","No","Yes"
"3147","No","Yes"
"3148",NA,"Yes"
"3149","No","Yes"
"3150","Yes","Yes"
"3151","No","No"
"3152","Yes","Yes"
"3153","Yes","Yes"
"3154","Yes","Yes"
"3155","Yes","Yes"
"3156","Yes","No"
"3157","No","No"
"3158","No","No"
"3159","Yes","Yes"
"3160","Yes","Yes"
"3161",NA,"Yes"
"3162","No","No"
"3163","No","Yes"
"3164",NA,"No"
"3165","Yes","Yes"
"3166","No","No"
"3167","Yes","Yes"
"3168",NA,NA
"3169",NA,NA
"3170","Yes","Yes"
"3171","Yes","Yes"
"3172",NA,"Yes"
"3173","No","Yes"
"3174","No","Yes"
"3175",NA,"Yes"
"3176","Yes","No"
"3177","Yes","Yes"
"3178","No","No"
"3179","No","No"
"3180",NA,"Yes"
"3181","Yes","Yes"
"3182",NA,"No"
"3183","Yes","Yes"
"3184","No","Yes"
"3185","Yes","No"
"3186",NA,"Yes"
"3187","Yes","Yes"
"3188","No","No"
"3189","Yes","Yes"
"3190","Yes","No"
"3191",NA,"Yes"
"3192",NA,"Yes"
"3193",NA,NA
"3194","Yes","No"
"3195","No","Yes"
"3196","Yes","Yes"
"3197","No","Yes"
"3198","No","Yes"
"3199","Yes","Yes"
"3200","No","Yes"
"3201","No","No"
"3202","No","No"
"3203",NA,"Yes"
"3204","No","Yes"
"3205",NA,"No"
"3206","No","No"
"3207","Yes","Yes"
"3208","Yes","Yes"
"3209",NA,"Yes"
"3210","No","Yes"
"3211","No","Yes"
"3212","Yes","Yes"
"3213","No","No"
"3214","Yes","Yes"
"3215","No","No"
"3216","No","No"
"3217","Yes","Yes"
"3218","Yes","Yes"
"3219","Yes","Yes"
"3220","No","No"
"3221","Yes",NA
"3222","Yes","Yes"
"3223",NA,"Yes"
"3224","No","No"
"3225",NA,"Yes"
"3226","Yes","Yes"
"3227","Yes","Yes"
"3228","Yes","No"
"3229","No","No"
"3230",NA,NA
"3231","No","Yes"
"3232","Yes","Yes"
"3233","No","No"
"3234","No","No"
"3235","No","No"
"3236","No","No"
"3237","Yes","Yes"
"3238",NA,"No"
"3239","No","Yes"
"3240","No","Yes"
"3241","No","Yes"
"3242","Yes","Yes"
"3243","No","Yes"
"3244","Yes","Yes"
"3245","Yes","No"
"3246","Yes","Yes"
"3247","No","Yes"
"3248","Yes","Yes"
"3249","Yes","No"
"3250",NA,"No"
"3251","Yes","Yes"
"3252",NA,NA
"3253","No","Yes"
"3254","Yes","Yes"
"3255",NA,"No"
"3256","No","No"
"3257",NA,"No"
"3258","Yes","Yes"
"3259","No","Yes"
"3260","Yes","Yes"
"3261",NA,"Yes"
"3262","No","No"
"3263","Yes","Yes"
"3264","No","No"
"3265","Yes","Yes"
"3266","Yes","Yes"
"3267",NA,NA
"3268","Yes","Yes"
"3269","No","No"
"3270","Yes","Yes"
"3271","Yes","No"
"3272","Yes","Yes"
"3273",NA,"No"
"3274","Yes","No"
"3275",NA,"No"
"3276","Yes","No"
"3277","No","Yes"
"3278","No","Yes"
"3279","Yes","Yes"
"3280","Yes","Yes"
"3281","No","No"
"3282","Yes","Yes"
"3283","Yes","No"
"3284",NA,NA
"3285","Yes","Yes"
"3286","No","Yes"
"3287",NA,NA
"3288","No","No"
"3289","No","Yes"
"3290","Yes","Yes"
"3291","No","Yes"
"3292","Yes","Yes"
"3293",NA,"Yes"
"3294","Yes","No"
"3295",NA,"Yes"
"3296","No","Yes"
"3297","Yes","Yes"
"3298","No","No"
"3299","No","No"
"3300",NA,"Yes"
"3301","No","No"
"3302",NA,"Yes"
"3303",NA,"Yes"
"3304","No","Yes"
"3305",NA,"Yes"
"3306","Yes","Yes"
"3307","No","No"
"3308",NA,"Yes"
"3309","No","Yes"
"3310",NA,"No"
"3311","No",NA
"3312",NA,"Yes"
"3313","Yes","No"
"3314",NA,"No"
"3315","No","Yes"
"3316","No","Yes"
"3317","No","Yes"
"3318","No","Yes"
"3319","Yes","Yes"
"3320","No","Yes"
"3321","No","Yes"
"3322","No","Yes"
"3323","No","Yes"
"3324","No","No"
"3325","Yes","Yes"
"3326","No","Yes"
"3327",NA,"Yes"
"3328","No","Yes"
"3329","No","No"
"3330","Yes","Yes"
"3331","No","No"
"3332",NA,"Yes"
"3333","No","No"
"3334","Yes","Yes"
"3335","Yes","No"
"3336","No","No"
"3337","Yes","No"
"3338","Yes","No"
"3339","Yes","No"
"3340","Yes","Yes"
"3341","No","Yes"
"3342","Yes","No"
"3343","Yes","Yes"
"3344","No","Yes"
"3345","Yes","Yes"
"3346","Yes","Yes"
"3347",NA,"No"
"3348","No","Yes"
"3349","No","Yes"
"3350","Yes","Yes"
"3351","Yes","No"
"3352","Yes","Yes"
"3353","Yes","Yes"
"3354",NA,"Yes"
"3355",NA,"Yes"
"3356","Yes","Yes"
"3357",NA,"No"
"3358","Yes","Yes"
"3359",NA,"Yes"
"3360","Yes","Yes"
"3361","No","No"
"3362","Yes","No"
"3363","Yes","Yes"
"3364","No","No"
"3365","Yes","Yes"
"3366","No","Yes"
"3367","No",NA
"3368","Yes","No"
"3369",NA,NA
"3370",NA,"Yes"
"3371","Yes","Yes"
"3372","Yes","No"
"3373","No","No"
"3374","Yes","Yes"
"3375","No","No"
"3376","No","No"
"3377","No","No"
"3378",NA,"Yes"
"3379","Yes","Yes"
"3380","No","No"
"3381",NA,"No"
"3382","No","Yes"
"3383","Yes","Yes"
"3384","No","Yes"
"3385","No","No"
"3386","Yes","Yes"
"3387","No","No"
"3388","Yes","No"
"3389","No","Yes"
"3390","No","Yes"
"3391","Yes","Yes"
"3392",NA,"Yes"
"3393",NA,"Yes"
"3394","No","Yes"
"3395","Yes","Yes"
"3396","Yes","No"
"3397","No","No"
"3398","Yes","Yes"
"3399","No","No"
"3400","Yes","No"
"3401","No","Yes"
"3402","Yes","No"
"3403",NA,"Yes"
"3404","No","No"
"3405","Yes","Yes"
"3406","Yes","Yes"
"3407","Yes","Yes"
"3408","Yes","Yes"
"3409","Yes","No"
"3410","No","Yes"
"3411","No","Yes"
"3412","Yes","Yes"
"3413","No","No"
"3414","No","Yes"
"3415","No","No"
"3416","No","No"
"3417","No","Yes"
"3418","No","No"
"3419","No","No"
"3420",NA,"Yes"
"3421","No","Yes"
"3422","No","Yes"
"3423","Yes","Yes"
"3424","No","No"
"3425","No","Yes"
"3426","Yes","Yes"
"3427","Yes","Yes"
"3428","No","No"
"3429","No","Yes"
"3430",NA,"Yes"
"3431","No","Yes"
"3432","No","Yes"
"3433","Yes","Yes"
"3434",NA,NA
"3435","Yes","Yes"
"3436","Yes","Yes"
"3437","Yes","Yes"
"3438","Yes","Yes"
"3439","Yes","Yes"
"3440","No","No"
"3441",NA,"No"
"3442",NA,"No"
"3443","No","No"
"3444",NA,"Yes"
"3445","Yes","No"
"3446","No","Yes"
"3447","Yes","No"
"3448","Yes","Yes"
"3449","Yes","Yes"
"3450",NA,"Yes"
"3451","Yes","Yes"
"3452","No","No"
"3453","Yes","Yes"
"3454","No","Yes"
"3455","Yes","Yes"
"3456",NA,"Yes"
"3457",NA,"Yes"
"3458","Yes","No"
"3459","Yes","Yes"
"3460","No","Yes"
"3461",NA,"Yes"
"3462","Yes","Yes"
"3463","Yes","Yes"
"3464",NA,"Yes"
"3465","No","No"
"3466","No","Yes"
"3467","Yes","Yes"
"3468","No","No"
"3469",NA,"Yes"
"3470","Yes","Yes"
"3471","Yes","Yes"
"3472","Yes","No"
"3473",NA,"No"
"3474","No","Yes"
"3475","No","Yes"
"3476","No","Yes"
"3477","Yes","Yes"
"3478","No","No"
"3479","No","Yes"
"3480","No","Yes"
"3481","No","No"
"3482",NA,"Yes"
"3483","Yes","Yes"
"3484","Yes","Yes"
"3485","No","Yes"
"3486",NA,"Yes"
"3487","No","Yes"
"3488","Yes","Yes"
"3489","Yes","Yes"
"3490","Yes","Yes"
"3491","No","Yes"
"3492",NA,NA
"3493","No","No"
"3494","Yes","Yes"
"3495",NA,"Yes"
"3496","No","No"
"3497","No","No"
"3498","No","No"
"3499","No","No"
"3500","Yes","Yes"
"3501","Yes","Yes"
"3502","Yes","Yes"
"3503","Yes","No"
"3504","Yes","No"
"3505","Yes","Yes"
"3506","No","Yes"
"3507","Yes","No"
"3508","Yes","Yes"
"3509","Yes","Yes"
"3510",NA,"Yes"
"3511","No","No"
"3512","No","No"
"3513","No","Yes"
"3514","No","No"
"3515","Yes","Yes"
"3516","Yes","Yes"
"3517","No","No"
"3518","No","No"
"3519",NA,"Yes"
"3520",NA,NA
"3521","Yes","No"
"3522","No","Yes"
"3523","No","Yes"
"3524",NA,"Yes"
"3525","No","No"
"3526",NA,"No"
"3527","Yes","No"
"3528",NA,"Yes"
"3529","Yes","Yes"
"3530","Yes","No"
"3531","No","No"
"3532","Yes","Yes"
"3533",NA,"Yes"
"3534",NA,"Yes"
"3535","No","Yes"
"3536","Yes","No"
"3537","Yes","Yes"
"3538","Yes","No"
"3539","Yes","Yes"
"3540","Yes","Yes"
"3541","Yes","No"
"3542","Yes","Yes"
"3543","Yes","Yes"
"3544","No","No"
"3545","Yes","Yes"
"3546","Yes","Yes"
"3547","Yes","Yes"
"3548","Yes","No"
"3549","Yes","Yes"
"3550","Yes","Yes"
"3551","Yes","Yes"
"3552","No","Yes"
"3553",NA,"Yes"
"3554","Yes","No"
"3555",NA,"Yes"
"3556","No","No"
"3557","Yes","Yes"
"3558","Yes","Yes"
"3559","No","Yes"
"3560","No","No"
"3561","Yes","Yes"
"3562","No","No"
"3563","No","No"
"3564","No","No"
"3565","No","Yes"
"3566","Yes","Yes"
"3567","Yes","Yes"
"3568","No","Yes"
"3569","Yes","Yes"
"3570","No","Yes"
"3571","Yes","Yes"
"3572","Yes","Yes"
"3573","Yes","Yes"
"3574","No","Yes"
"3575",NA,"Yes"
"3576","Yes","Yes"
"3577",NA,"No"
"3578","Yes","Yes"
"3579","No","No"
"3580","Yes","Yes"
"3581","Yes","No"
"3582","Yes","Yes"
"3583","Yes","Yes"
"3584","Yes","No"
"3585","Yes","No"
"3586","No","Yes"
"3587","Yes","Yes"
"3588","No","Yes"
"3589","Yes","Yes"
"3590","No","No"
"3591",NA,"Yes"
"3592","Yes","Yes"
"3593","Yes","No"
"3594","Yes","Yes"
"3595","Yes","No"
"3596","Yes","Yes"
"3597","No","No"
"3598","Yes","No"
"3599",NA,"Yes"
"3600",NA,"Yes"
"3601","Yes","Yes"
"3602","Yes","No"
"3603","No","Yes"
"3604","No","No"
"3605","Yes","No"
"3606","Yes","Yes"
"3607",NA,"Yes"
"3608",NA,NA
"3609",NA,"Yes"
"3610","Yes","Yes"
"3611","Yes","Yes"
"3612","No","No"
"3613","No","No"
"3614","Yes","Yes"
"3615","Yes","No"
"3616","Yes","No"
"3617",NA,"No"
"3618",NA,"Yes"
"3619","Yes","No"
"3620","Yes","Yes"
"3621","No","No"
"3622","No","Yes"
"3623","Yes","No"
"3624","No","Yes"
"3625","Yes","No"
"3626",NA,"Yes"
"3627","No","No"
"3628","No","Yes"
"3629","Yes","Yes"
"3630",NA,"Yes"
"3631","No","Yes"
"3632","No","No"
"3633","Yes","No"
"3634","Yes","No"
"3635","Yes","Yes"
"3636","Yes","Yes"
"3637","Yes","No"
"3638","No","No"
"3639","Yes","Yes"
"3640","Yes","No"
"3641",NA,NA
"3642",NA,"Yes"
"3643","No","Yes"
"3644","Yes","Yes"
"3645","Yes","No"
"3646","No","Yes"
"3647","Yes","No"
"3648","No","Yes"
"3649","No","No"
"3650","No","Yes"
"3651","Yes","Yes"
"3652","No","No"
"3653","No","Yes"
"3654","Yes","Yes"
"3655","No","No"
"3656","Yes","Yes"
"3657","No","No"
