"idnum","f_quit_w4","m_quit_w4"
"4160",NA,NA
"4161",NA,NA
"4162",NA,NA
"4163",NA,NA
"4164",NA,NA
"4165",NA,NA
"4166",NA,NA
"4167",NA,NA
"4168",NA,NA
"4169",NA,NA
"4170",NA,NA
"4171",NA,NA
"4172",NA,NA
"4173","no",NA
"4174","no",NA
"4175",NA,NA
"4176","no",NA
"4177",NA,"yes"
"4178",NA,"yes"
"4179",NA,NA
"4180",NA,NA
"4181",NA,NA
"4182",NA,NA
"4183",NA,NA
"4184",NA,NA
"4185",NA,NA
"4186",NA,NA
"4187",NA,NA
"4188",NA,NA
"4189",NA,"no"
"4190",NA,NA
"4191",NA,"no"
"4192",NA,NA
"4193",NA,NA
"4194",NA,NA
"4195",NA,NA
"4196",NA,NA
"4197",NA,NA
"4198",NA,NA
"4199",NA,"no"
"4200","no","no"
"4201",NA,NA
"4202",NA,NA
"4203",NA,NA
"4204",NA,NA
"4205",NA,NA
"4206",NA,NA
"4207",NA,NA
"4208",NA,NA
"4209",NA,NA
"4210",NA,NA
"4211",NA,NA
"4212",NA,NA
"4213",NA,NA
"4214",NA,NA
"4215",NA,NA
"4216",NA,NA
"4217",NA,NA
"4218",NA,NA
"4219",NA,NA
"4220",NA,NA
"4221",NA,NA
"4222",NA,NA
"4223",NA,NA
"4224",NA,NA
"4225",NA,NA
"4226",NA,NA
"4227",NA,NA
"4228",NA,NA
"4229",NA,NA
"4230",NA,NA
"4231",NA,NA
"4232",NA,NA
"4233",NA,NA
"4234",NA,NA
"4235",NA,NA
"4236",NA,"yes"
"4237",NA,NA
"4238",NA,NA
"4239",NA,NA
"4240",NA,NA
"4241",NA,NA
"4242",NA,"no"
"4243","no",NA
"4244",NA,NA
"4245",NA,NA
"4246",NA,NA
"4247",NA,NA
"4248",NA,NA
"4249",NA,NA
"4250",NA,NA
"4251","no","no"
"4252","no",NA
"4253",NA,NA
"4254",NA,NA
"4255",NA,NA
"4256",NA,NA
"4257",NA,NA
"4258",NA,NA
"4259",NA,NA
"4260",NA,NA
"4261",NA,NA
"4262",NA,NA
"4263","no",NA
"4264",NA,NA
"4265",NA,NA
"4266",NA,NA
"4267",NA,NA
"4268",NA,NA
"4269",NA,NA
"4270",NA,NA
"4271",NA,NA
"4272",NA,NA
"4273",NA,NA
"4274",NA,NA
"4275",NA,NA
"4276",NA,NA
"4277",NA,NA
"4278",NA,NA
"4279",NA,NA
"4280",NA,NA
"4281",NA,NA
"4282",NA,NA
"4283",NA,NA
"4284",NA,NA
"4285",NA,NA
"4286",NA,NA
"4287",NA,"no"
"4288",NA,NA
"4289",NA,NA
"4290",NA,NA
"4291",NA,NA
"4292",NA,NA
"4293",NA,"yes"
"4294",NA,NA
"4295",NA,NA
"4296",NA,NA
"4297",NA,NA
"4298",NA,NA
"4299",NA,NA
"4300",NA,NA
"4301",NA,"no"
"4302",NA,NA
"4303",NA,NA
"4304",NA,NA
"4305",NA,NA
"4306",NA,NA
"4307",NA,NA
"4308",NA,NA
"4309",NA,NA
"4310",NA,NA
"4311",NA,NA
"4312",NA,NA
"4313",NA,NA
"4314",NA,NA
"4315",NA,NA
"4316",NA,NA
"4317",NA,NA
"4318",NA,NA
"4319",NA,NA
"4320",NA,NA
"4321","no",NA
"4322",NA,NA
"4323",NA,NA
"4324",NA,NA
"4325",NA,NA
"4326",NA,NA
"4327",NA,NA
"4328",NA,NA
"4329",NA,NA
"4330",NA,NA
"4331",NA,NA
"4332",NA,NA
"4333",NA,NA
"4334",NA,NA
"4335",NA,NA
"4336",NA,NA
"4337",NA,NA
"4338",NA,NA
"4339",NA,NA
"4340",NA,NA
"4341",NA,"no"
"4342",NA,NA
"4343",NA,NA
"4344",NA,NA
"4345",NA,NA
"4346",NA,NA
"4347",NA,NA
"4348",NA,NA
"4349","no",NA
"4350",NA,"no"
"4351",NA,NA
"4352",NA,NA
"4353",NA,NA
"4354",NA,NA
"4355",NA,NA
"4356",NA,NA
"4357","no",NA
"4358",NA,NA
"4359",NA,NA
"4360",NA,NA
"4361",NA,NA
"4362",NA,NA
"4363",NA,NA
"4364",NA,NA
"4365",NA,NA
"4366",NA,NA
"4367",NA,NA
"4368",NA,NA
"4369",NA,"no"
"4370",NA,NA
"4371",NA,NA
"4372",NA,NA
"4373",NA,NA
"4374","no","no"
"4375",NA,NA
"4376",NA,NA
"4377",NA,NA
"4378","no",NA
"4379",NA,NA
"4380",NA,NA
"4381",NA,NA
"4382",NA,NA
"4383",NA,NA
"4384",NA,NA
"4385",NA,NA
"4386",NA,NA
"4387",NA,NA
"4388",NA,NA
"4389",NA,"no"
"4390",NA,NA
"4391",NA,NA
"4392",NA,NA
"4393",NA,NA
"4394",NA,NA
"4395",NA,NA
"4396","no",NA
"4397",NA,NA
"4398",NA,NA
"4399",NA,NA
"4400",NA,NA
"4401",NA,NA
"4402",NA,NA
"4403",NA,NA
"4404",NA,NA
"4405",NA,NA
"4406",NA,NA
"4407",NA,"yes"
"4408",NA,NA
"4409",NA,NA
"4410",NA,NA
"4411",NA,NA
"4412",NA,NA
"4413",NA,NA
"4414",NA,NA
"4415",NA,NA
"4416",NA,NA
"4417",NA,NA
"4418","no",NA
"4419",NA,NA
"4420","no",NA
"4421",NA,NA
"4422","no",NA
"4423",NA,NA
"4424",NA,"no"
"4425",NA,NA
"4426",NA,NA
"4427",NA,NA
"4428",NA,NA
"4429",NA,NA
"4430",NA,NA
"4431",NA,NA
"4432",NA,NA
"4433",NA,NA
"4434",NA,NA
"4435",NA,NA
"4436",NA,NA
"4437",NA,"no"
"4438",NA,NA
"4439",NA,NA
"4440",NA,NA
"4441",NA,NA
"4442",NA,NA
"4443",NA,NA
"4444",NA,NA
"4445",NA,NA
"4446",NA,NA
"4447",NA,"yes"
"4448",NA,NA
"4449","no","no"
"4450","no",NA
"4451",NA,NA
"4452",NA,NA
"4453",NA,NA
"4454",NA,NA
"4455",NA,NA
"4456",NA,NA
"4457",NA,NA
"4458",NA,NA
"4459",NA,NA
"4460",NA,NA
"4461","no",NA
"4462",NA,NA
"4463",NA,NA
"4464",NA,NA
"4465",NA,NA
"4466",NA,NA
"4467",NA,NA
"4468",NA,NA
"4469",NA,NA
"4470",NA,NA
"4471",NA,NA
"4472",NA,"no"
"4473",NA,NA
"4474",NA,NA
"4475",NA,NA
"4476",NA,NA
"4477",NA,NA
"4478",NA,NA
"4479",NA,NA
"4480",NA,NA
"4481",NA,NA
"4482",NA,NA
"4483",NA,NA
"4484",NA,NA
"4485",NA,NA
"4486",NA,NA
"4487",NA,NA
"4488",NA,NA
"4489",NA,NA
"4490",NA,NA
"4491",NA,"no"
"4492",NA,NA
"4493",NA,"no"
"4494",NA,"no"
"4495",NA,NA
"4496",NA,"no"
"4497",NA,NA
"4498","no",NA
"4499",NA,NA
"4500",NA,NA
"4501",NA,NA
"4502",NA,NA
"4503",NA,NA
"4504",NA,NA
"4505",NA,NA
"4506",NA,NA
"4507","no","no"
"4508",NA,NA
"4509",NA,NA
"4510",NA,NA
"4511",NA,NA
"4512",NA,NA
"4513",NA,"no"
"4514",NA,NA
"4515",NA,NA
"4516",NA,NA
"4517",NA,NA
"4518",NA,NA
"4519",NA,NA
"4520",NA,NA
"4521",NA,NA
"4522",NA,NA
"4523",NA,NA
"4524",NA,NA
"4525",NA,NA
"4526",NA,NA
"4527",NA,NA
"4528",NA,NA
"4529",NA,NA
"4530","no","no"
"4531",NA,NA
"4532",NA,NA
"4533",NA,NA
"4534",NA,NA
"4535",NA,NA
"4536",NA,NA
"4537",NA,NA
"4538",NA,NA
"4539",NA,"no"
"4540",NA,NA
"4541",NA,NA
"4542",NA,NA
"4543",NA,NA
"4544",NA,NA
"4545",NA,NA
"4546",NA,"no"
"4547",NA,NA
"4548",NA,NA
"4549",NA,NA
"4550",NA,NA
"4551",NA,NA
"4552",NA,NA
"4553",NA,NA
"4554",NA,NA
"4555",NA,NA
"4556",NA,NA
"4557",NA,NA
"4558",NA,NA
"4559",NA,NA
"4560",NA,"no"
"4561",NA,NA
"4562",NA,NA
"4563",NA,NA
"4564",NA,NA
"4565",NA,"no"
"4566",NA,NA
"4567",NA,NA
"4568",NA,NA
"4569",NA,NA
"4570",NA,NA
"4571",NA,NA
"4572",NA,NA
"4573",NA,NA
"4574",NA,NA
"4575",NA,NA
"4576",NA,NA
"4577",NA,NA
"4578",NA,NA
"4579",NA,NA
"4580",NA,NA
"4581",NA,NA
"4582",NA,NA
"4583",NA,NA
"4584","no",NA
"4585",NA,NA
"4586",NA,"no"
"4587",NA,NA
"4588",NA,NA
"4589",NA,NA
"4590",NA,NA
"4591",NA,NA
"4592",NA,NA
"4593",NA,NA
"4594",NA,NA
"4595",NA,NA
"4596",NA,NA
"4597",NA,NA
"4598",NA,NA
"4599",NA,NA
"4600",NA,NA
"4601",NA,NA
"4602",NA,NA
"4603",NA,NA
"4604",NA,NA
"4605",NA,NA
"4606",NA,NA
"4607",NA,NA
"4608",NA,NA
"4609",NA,"no"
"4610",NA,NA
"4611",NA,NA
"4612",NA,NA
"4613",NA,NA
"4614",NA,NA
"4615",NA,NA
"4616",NA,NA
"4617",NA,NA
"4618",NA,NA
"4619",NA,NA
"4620",NA,NA
"4621",NA,NA
"4622","no",NA
"4623",NA,NA
"4624",NA,NA
"4625",NA,NA
"4626",NA,NA
"4627",NA,NA
"4628",NA,NA
"4629",NA,NA
"4630",NA,NA
"4631",NA,NA
"4632",NA,NA
"4633",NA,NA
"4634",NA,NA
"4635",NA,NA
"4636",NA,NA
"4637",NA,NA
"4638",NA,NA
"4639",NA,NA
"4640",NA,NA
"4641",NA,NA
"4642",NA,NA
"4643",NA,NA
"4644",NA,NA
"4645",NA,NA
"4646",NA,"no"
"4647",NA,NA
"4648",NA,NA
"4649",NA,NA
"4650",NA,NA
"4651",NA,NA
"4652",NA,NA
"4653",NA,NA
"4654",NA,NA
"4655",NA,NA
"4656",NA,NA
"4657",NA,NA
"4658",NA,NA
"4659",NA,NA
"4660",NA,NA
"4661","yes",NA
"4662",NA,NA
"4663",NA,"no"
"4664",NA,NA
"4665",NA,NA
"4666",NA,NA
"4667",NA,"yes"
"4668",NA,NA
"4669",NA,NA
"4670",NA,NA
"4671",NA,NA
"4672",NA,NA
"4673",NA,NA
"4674",NA,NA
"4675",NA,NA
"4676",NA,NA
"4677",NA,NA
"4678",NA,NA
"4679",NA,NA
"4680",NA,NA
"4681",NA,NA
"4682","no",NA
"4683",NA,NA
"4684",NA,NA
"4685",NA,NA
"4686",NA,NA
"4687",NA,NA
"4688","no",NA
"4689",NA,NA
"4690",NA,NA
"4691",NA,NA
"4692",NA,NA
"4693",NA,NA
"4694",NA,NA
"4695",NA,NA
"4696",NA,NA
"4697",NA,NA
"4698",NA,NA
"4699",NA,NA
"4700",NA,NA
"4701",NA,NA
"4702",NA,NA
"4703",NA,NA
"4704",NA,NA
"4705",NA,NA
"4706",NA,NA
"4707",NA,NA
"4708",NA,NA
"4709","no",NA
"4710",NA,NA
"4711",NA,NA
"4712",NA,NA
"4713",NA,NA
"4714",NA,NA
"4715",NA,NA
"4716",NA,NA
"4717",NA,NA
"4718",NA,NA
"4719",NA,NA
"4720",NA,NA
"4721",NA,"yes"
"4722",NA,NA
"4723",NA,NA
"4724",NA,NA
"4725",NA,NA
"4726",NA,NA
"4727",NA,NA
"4728","no","no"
"4729",NA,NA
"4730","no",NA
"4731",NA,NA
"4732",NA,NA
"4733",NA,NA
"4734",NA,NA
"4735",NA,NA
"4736",NA,NA
"4737",NA,NA
"4738",NA,NA
"4739","no",NA
"4740",NA,NA
"4741",NA,"no"
"4742",NA,NA
"4743",NA,NA
"4744",NA,NA
"4745",NA,NA
"4746",NA,NA
"4747",NA,NA
"4748",NA,NA
"4749","no",NA
"4750",NA,NA
"4751",NA,NA
"4752",NA,NA
"4753",NA,NA
"4754",NA,NA
"4755",NA,NA
"4756",NA,NA
"4757",NA,NA
"4758",NA,NA
"4759",NA,NA
"4760",NA,NA
"4761",NA,NA
"4762",NA,NA
"4763",NA,NA
"4764",NA,NA
"4765",NA,NA
"4766",NA,NA
"4767",NA,NA
"4768",NA,NA
"4769",NA,NA
"4770",NA,NA
"4771",NA,NA
"4772",NA,"no"
"4773",NA,NA
"4774",NA,NA
"4775",NA,NA
"4776",NA,NA
"4777",NA,NA
"4778",NA,NA
"4779",NA,NA
"4780",NA,"no"
"4781",NA,NA
"4782",NA,NA
"4783",NA,NA
"4784",NA,NA
"4785",NA,NA
"4786",NA,NA
"4787",NA,NA
"4788",NA,NA
"4789",NA,NA
"4790",NA,NA
"4791",NA,NA
"4792","no",NA
"4793",NA,NA
"4794",NA,NA
"4795",NA,NA
"4796",NA,NA
"4797",NA,NA
"4798",NA,NA
"4799",NA,NA
"4800",NA,NA
"4801",NA,NA
"4802",NA,NA
"4803",NA,NA
"4804",NA,NA
"4805",NA,NA
"4806",NA,NA
"4807",NA,"no"
"4808",NA,NA
"4809",NA,NA
"4810",NA,"no"
"4811","no",NA
"4812",NA,NA
"4813",NA,NA
"4814",NA,NA
"4815",NA,NA
"4816",NA,NA
"4817",NA,NA
"4818",NA,NA
"4819",NA,NA
"4820",NA,NA
"4821",NA,NA
"4822",NA,NA
"4823",NA,NA
"4824",NA,NA
"4825",NA,NA
"4826",NA,NA
"4827",NA,"no"
"4828",NA,NA
"4829",NA,NA
"4830",NA,NA
"4831",NA,NA
"4832","no",NA
"4833",NA,NA
"4834",NA,NA
"4835",NA,NA
"4836",NA,NA
"4837",NA,"no"
"4838",NA,NA
"4839",NA,NA
"4840",NA,"no"
"4841",NA,NA
"4842",NA,NA
"4843",NA,NA
"4844","no","no"
"4845",NA,NA
"4846",NA,NA
"4847",NA,NA
"4848",NA,NA
"4849",NA,NA
"4850",NA,NA
"4851",NA,NA
"4852",NA,NA
"4853",NA,NA
"4854",NA,NA
"4855",NA,NA
"4856",NA,NA
"4857",NA,NA
"4858",NA,NA
"4859",NA,"yes"
"4860",NA,NA
"4861",NA,NA
"4862",NA,NA
"4863",NA,NA
"4864",NA,NA
"4865",NA,NA
"4866",NA,NA
"4867",NA,NA
"4868",NA,NA
"4869",NA,NA
"4870",NA,NA
"4871",NA,NA
"4872",NA,NA
"4873",NA,NA
"4874",NA,NA
"4875",NA,NA
"4876",NA,NA
"4877",NA,NA
"4878",NA,NA
"4879",NA,NA
"4880",NA,NA
"4881",NA,NA
"4882",NA,NA
"4883",NA,NA
"4884",NA,"no"
"4885",NA,NA
"4886",NA,"no"
"4887",NA,NA
"4888",NA,"no"
"4889",NA,NA
"4890",NA,NA
"4891",NA,NA
"4892",NA,NA
"4893","no","no"
"4894",NA,NA
"4895",NA,NA
"4896",NA,NA
"4897",NA,NA
"4898",NA,NA
