"idnum","child_edu_level"
"2847","Completed high school"
"2848",NA
"2849",NA
"2850",NA
"2851","Some college, tech"
"2852",NA
"2853","Less than high school"
"2854",NA
"2855","Completed college/grad"
"2856","Some college, tech"
"2857","Less than high school"
"2858","Some college, tech"
"2859","Completed high school"
"2860",NA
"2861",NA
"2862",NA
"2863","Some college, tech"
"2864",NA
"2865","Completed high school"
"2866","Completed high school"
"2867","Completed high school"
"2868","Completed high school"
"2869","Some college, tech"
"2870","Completed high school"
"2871",NA
"2872","Less than high school"
"2873",NA
"2874",NA
"2875",NA
"2876","Some college, tech"
"2877",NA
"2878","Completed high school"
"2879",NA
"2880","Completed high school"
"2881",NA
"2882","Completed high school"
"2883","Completed high school"
"2884","Completed college/grad"
"2885",NA
"2886","Completed high school"
"2887","Some college, tech"
"2888","Some college, tech"
"2889",NA
"2890",NA
"2891","Some college, tech"
"2892","Some college, tech"
"2893","Some college, tech"
"2894","Completed college/grad"
"2895","Some college, tech"
"2896","Less than high school"
"2897",NA
"2898","Completed college/grad"
"2899","Completed high school"
"2900",NA
"2901","Some college, tech"
"2902","Less than high school"
"2903","Completed high school"
"2904","Some college, tech"
"2905","Completed high school"
"2906",NA
"2907","Some college, tech"
"2908","Completed high school"
"2909",NA
"2910","Some college, tech"
"2911",NA
"2912",NA
"2913","Completed high school"
"2914",NA
"2915","Completed high school"
"2916",NA
"2917",NA
"2918",NA
"2919",NA
"2920","Less than high school"
"2921",NA
"2922","Completed high school"
"2923",NA
"2924","Completed high school"
"2925","Some college, tech"
"2926",NA
"2927","Some college, tech"
"2928",NA
"2929",NA
"2930",NA
"2931",NA
"2932","Some college, tech"
"2933","Completed college/grad"
"2934",NA
"2935","Completed high school"
"2936",NA
"2937","Completed high school"
"2938",NA
"2939","Completed high school"
"2940","Completed college/grad"
"2941","Some college, tech"
"2942","Completed college/grad"
"2943","Completed high school"
"2944","Completed high school"
"2945","Completed college/grad"
"2946","Some college, tech"
"2947","Completed high school"
"2948","Completed high school"
"2949",NA
"2950",NA
"2951","Some college, tech"
"2952","Some college, tech"
"2953","Completed high school"
"2954",NA
"2955",NA
"2956","Completed high school"
"2957","Some college, tech"
"2958",NA
"2959","Some college, tech"
"2960","Completed high school"
"2961","Some college, tech"
"2962",NA
"2963","Some college, tech"
"2964","Less than high school"
"2965",NA
"2966",NA
"2967","Completed high school"
"2968","Completed high school"
"2969","Completed high school"
"2970","Completed high school"
"2971","Some college, tech"
"2972","Completed high school"
"2973",NA
"2974",NA
"2975",NA
"2976","Completed high school"
"2977","Some college, tech"
"2978",NA
"2979","Some college, tech"
"2980",NA
"2981",NA
"2982","Some college, tech"
"2983","Completed high school"
"2984",NA
"2985","Less than high school"
"2986","Some college, tech"
"2987",NA
"2988",NA
"2989","Some college, tech"
"2990",NA
"2991","Less than high school"
"2992",NA
"2993","Some college, tech"
"2994","Completed high school"
"2995","Some college, tech"
"2996",NA
"2997","Some college, tech"
"2998",NA
"2999","Completed high school"
"3000","Some college, tech"
"3001","Completed high school"
"3002","Completed college/grad"
"3003",NA
"3004","Completed high school"
"3005",NA
"3006","Some college, tech"
"3007","Some college, tech"
"3008",NA
"3009","Completed high school"
"3010","Completed high school"
"3011","Completed high school"
"3012",NA
"3013",NA
"3014",NA
"3015",NA
"3016",NA
"3017","Less than high school"
"3018","Some college, tech"
"3019",NA
"3020",NA
"3021",NA
"3022",NA
"3023",NA
"3024",NA
"3025",NA
"3026","Some college, tech"
"3027",NA
"3028",NA
"3029","Less than high school"
"3030","Completed high school"
"3031","Completed high school"
"3032","Some college, tech"
"3033","Some college, tech"
"3034",NA
"3035","Some college, tech"
"3036","Less than high school"
"3037","Completed high school"
"3038",NA
"3039","Some college, tech"
"3040","Some college, tech"
"3041","Some college, tech"
"3042","Some college, tech"
"3043","Completed high school"
"3044",NA
"3045","Completed high school"
"3046","Completed high school"
"3047","Some college, tech"
"3048",NA
"3049","Completed college/grad"
"3050","Some college, tech"
"3051","Some college, tech"
"3052","Some college, tech"
"3053",NA
"3054","Some college, tech"
"3055","Completed high school"
"3056","Completed high school"
"3057","Completed college/grad"
"3058","Some college, tech"
"3059","Some college, tech"
"3060",NA
"3061","Completed high school"
"3062",NA
"3063",NA
"3064","Completed college/grad"
"3065","Completed high school"
"3066",NA
"3067","Completed high school"
"3068","Completed high school"
"3069","Some college, tech"
"3070","Completed college/grad"
"3071","Some college, tech"
"3072",NA
"3073",NA
"3074",NA
"3075",NA
"3076",NA
"3077","Completed high school"
"3078",NA
"3079","Completed high school"
"3080",NA
"3081","Some college, tech"
"3082",NA
"3083",NA
"3084",NA
"3085",NA
"3086","Completed high school"
"3087","Completed high school"
"3088","Some college, tech"
"3089","Completed high school"
"3090","Some college, tech"
"3091","Less than high school"
"3092","Completed high school"
"3093",NA
"3094",NA
"3095","Some college, tech"
"3096",NA
"3097","Completed high school"
"3098",NA
"3099",NA
"3100","Completed college/grad"
"3101",NA
"3102",NA
"3103","Completed high school"
"3104",NA
"3105","Some college, tech"
"3106",NA
"3107",NA
"3108","Some college, tech"
"3109",NA
"3110",NA
"3111","Some college, tech"
"3112","Some college, tech"
"3113","Completed high school"
"3114","Completed high school"
"3115",NA
"3116","Some college, tech"
"3117",NA
"3118","Some college, tech"
"3119","Less than high school"
"3120","Some college, tech"
"3121","Less than high school"
"3122","Completed high school"
"3123",NA
"3124","Completed high school"
"3125",NA
"3126","Completed high school"
"3127",NA
"3128",NA
"3129",NA
"3130",NA
"3131","Some college, tech"
"3132",NA
"3133",NA
"3134",NA
"3135","Completed high school"
"3136","Some college, tech"
"3137",NA
"3138","Completed high school"
"3139","Some college, tech"
"3140","Less than high school"
"3141","Completed high school"
"3142","Some college, tech"
"3143",NA
"3144","Completed high school"
"3145","Completed college/grad"
"3146","Completed high school"
"3147","Some college, tech"
"3148","Less than high school"
"3149",NA
"3150","Completed high school"
"3151","Completed high school"
"3152","Completed high school"
"3153",NA
"3154","Less than high school"
"3155","Completed high school"
"3156","Some college, tech"
"3157","Completed high school"
"3158","Some college, tech"
"3159","Some college, tech"
"3160",NA
"3161",NA
"3162","Completed high school"
"3163",NA
"3164",NA
"3165",NA
"3166","Some college, tech"
"3167",NA
"3168",NA
"3169",NA
"3170","Some college, tech"
"3171",NA
"3172",NA
"3173",NA
"3174","Some college, tech"
"3175",NA
"3176","Some college, tech"
"3177","Completed high school"
"3178",NA
"3179",NA
"3180",NA
"3181","Some college, tech"
"3182",NA
"3183","Completed high school"
"3184",NA
"3185","Completed high school"
"3186","Some college, tech"
"3187","Completed college/grad"
"3188","Completed high school"
"3189","Completed high school"
"3190","Some college, tech"
"3191",NA
"3192","Some college, tech"
"3193","Completed high school"
"3194",NA
"3195","Completed college/grad"
"3196",NA
"3197","Completed high school"
"3198","Completed high school"
"3199","Completed college/grad"
"3200","Some college, tech"
"3201",NA
"3202","Less than high school"
"3203","Less than high school"
"3204","Completed high school"
"3205",NA
"3206","Some college, tech"
"3207","Completed high school"
"3208","Some college, tech"
"3209",NA
"3210","Some college, tech"
"3211",NA
"3212","Completed high school"
"3213","Completed high school"
"3214",NA
"3215",NA
"3216","Completed high school"
"3217","Completed high school"
"3218","Completed high school"
"3219","Some college, tech"
"3220","Completed high school"
"3221",NA
"3222","Completed high school"
"3223",NA
"3224",NA
"3225","Completed high school"
"3226","Less than high school"
"3227","Completed high school"
"3228","Completed college/grad"
"3229","Some college, tech"
"3230",NA
"3231","Completed high school"
"3232","Less than high school"
"3233","Some college, tech"
"3234",NA
"3235",NA
"3236","Completed high school"
"3237",NA
"3238","Completed high school"
"3239","Less than high school"
"3240","Some college, tech"
"3241",NA
"3242","Some college, tech"
"3243","Some college, tech"
"3244",NA
"3245","Some college, tech"
"3246","Some college, tech"
"3247","Completed high school"
"3248","Less than high school"
"3249","Completed high school"
"3250",NA
"3251",NA
"3252",NA
"3253","Completed high school"
"3254","Less than high school"
"3255",NA
"3256","Completed college/grad"
"3257",NA
"3258","Some college, tech"
"3259","Completed high school"
"3260","Some college, tech"
"3261",NA
"3262",NA
"3263","Some college, tech"
"3264",NA
"3265","Some college, tech"
"3266","Some college, tech"
"3267",NA
"3268","Some college, tech"
"3269","Completed high school"
"3270","Less than high school"
"3271","Completed college/grad"
"3272","Some college, tech"
"3273","Some college, tech"
"3274","Completed high school"
"3275",NA
"3276","Less than high school"
"3277",NA
"3278",NA
"3279",NA
"3280",NA
"3281","Some college, tech"
"3282","Completed high school"
"3283",NA
"3284",NA
"3285",NA
"3286",NA
"3287",NA
"3288",NA
"3289","Some college, tech"
"3290","Completed college/grad"
"3291","Less than high school"
"3292","Completed high school"
"3293","Completed college/grad"
"3294","Completed high school"
"3295","Completed high school"
"3296","Completed high school"
"3297",NA
"3298",NA
"3299","Completed college/grad"
"3300","Completed high school"
"3301",NA
"3302","Some college, tech"
"3303",NA
"3304",NA
"3305","Some college, tech"
"3306",NA
"3307","Completed college/grad"
"3308",NA
"3309",NA
"3310",NA
"3311",NA
"3312","Completed college/grad"
"3313","Some college, tech"
"3314",NA
"3315","Completed high school"
"3316","Some college, tech"
"3317","Some college, tech"
"3318","Some college, tech"
"3319",NA
"3320","Some college, tech"
"3321","Completed high school"
"3322","Some college, tech"
"3323",NA
"3324","Completed college/grad"
"3325","Some college, tech"
"3326",NA
"3327",NA
"3328","Some college, tech"
"3329","Some college, tech"
"3330",NA
"3331",NA
"3332","Completed high school"
"3333",NA
"3334","Some college, tech"
"3335","Completed high school"
"3336","Completed college/grad"
"3337",NA
"3338",NA
"3339",NA
"3340","Some college, tech"
"3341",NA
"3342",NA
"3343","Completed high school"
"3344","Completed high school"
"3345",NA
"3346","Less than high school"
"3347","Some college, tech"
"3348","Some college, tech"
"3349","Some college, tech"
"3350","Less than high school"
"3351","Some college, tech"
"3352","Completed college/grad"
"3353","Some college, tech"
"3354",NA
"3355",NA
"3356","Completed high school"
"3357",NA
"3358","Completed college/grad"
"3359",NA
"3360","Some college, tech"
"3361","Some college, tech"
"3362","Some college, tech"
"3363","Completed high school"
"3364","Completed college/grad"
"3365",NA
"3366","Less than high school"
"3367",NA
"3368",NA
"3369",NA
"3370","Completed high school"
"3371",NA
"3372","Some college, tech"
"3373",NA
"3374","Some college, tech"
"3375","Completed college/grad"
"3376",NA
"3377","Completed high school"
"3378",NA
"3379","Some college, tech"
"3380","Completed high school"
"3381","Some college, tech"
"3382",NA
"3383","Completed high school"
"3384","Some college, tech"
"3385","Some college, tech"
"3386",NA
"3387","Completed college/grad"
"3388",NA
"3389",NA
"3390","Less than high school"
"3391","Some college, tech"
"3392",NA
"3393",NA
"3394",NA
"3395","Some college, tech"
"3396","Completed college/grad"
"3397","Some college, tech"
"3398","Completed high school"
"3399","Some college, tech"
"3400","Some college, tech"
"3401",NA
"3402",NA
"3403",NA
"3404",NA
"3405","Completed high school"
"3406",NA
"3407",NA
"3408","Completed high school"
"3409","Some college, tech"
"3410",NA
"3411","Some college, tech"
"3412",NA
"3413",NA
"3414","Some college, tech"
"3415","Less than high school"
"3416","Completed high school"
"3417","Completed high school"
"3418",NA
"3419","Completed high school"
"3420","Completed college/grad"
"3421","Completed college/grad"
"3422","Some college, tech"
"3423",NA
"3424","Some college, tech"
"3425","Completed high school"
"3426",NA
"3427",NA
"3428",NA
"3429","Completed high school"
"3430","Completed high school"
"3431","Some college, tech"
"3432",NA
"3433","Completed high school"
"3434",NA
"3435","Completed high school"
"3436","Less than high school"
"3437","Completed high school"
"3438","Completed college/grad"
"3439","Completed high school"
"3440","Completed college/grad"
"3441",NA
"3442","Completed high school"
"3443","Some college, tech"
"3444","Completed high school"
"3445",NA
"3446","Completed high school"
"3447","Completed high school"
"3448","Some college, tech"
"3449","Some college, tech"
"3450","Completed high school"
"3451","Some college, tech"
"3452","Some college, tech"
"3453","Some college, tech"
"3454","Completed high school"
"3455","Completed high school"
"3456","Some college, tech"
"3457","Some college, tech"
"3458","Completed high school"
"3459","Completed college/grad"
"3460","Some college, tech"
"3461","Completed high school"
"3462","Some college, tech"
"3463","Completed high school"
"3464",NA
"3465",NA
"3466","Completed high school"
"3467",NA
"3468","Completed high school"
"3469","Some college, tech"
"3470","Completed high school"
"3471","Some college, tech"
"3472","Completed college/grad"
"3473",NA
"3474","Completed high school"
"3475","Some college, tech"
"3476",NA
"3477","Some college, tech"
"3478","Some college, tech"
"3479",NA
"3480","Some college, tech"
"3481",NA
"3482","Less than high school"
"3483","Some college, tech"
"3484","Completed high school"
"3485",NA
"3486",NA
"3487","Some college, tech"
"3488",NA
"3489",NA
"3490","Completed high school"
"3491","Completed high school"
"3492",NA
"3493",NA
"3494","Less than high school"
"3495","Completed high school"
"3496",NA
"3497",NA
"3498","Completed college/grad"
"3499",NA
"3500","Some college, tech"
"3501",NA
"3502",NA
"3503","Less than high school"
"3504","Less than high school"
"3505","Some college, tech"
"3506",NA
"3507",NA
"3508","Completed high school"
"3509",NA
"3510","Completed high school"
"3511",NA
"3512",NA
"3513","Some college, tech"
"3514",NA
"3515",NA
"3516","Some college, tech"
"3517","Some college, tech"
"3518",NA
"3519","Some college, tech"
"3520",NA
"3521",NA
"3522",NA
"3523","Completed high school"
"3524","Completed high school"
"3525",NA
"3526","Some college, tech"
"3527","Some college, tech"
"3528","Some college, tech"
"3529","Completed high school"
"3530","Some college, tech"
"3531","Some college, tech"
"3532","Completed high school"
"3533","Completed college/grad"
"3534","Completed high school"
"3535","Completed high school"
"3536",NA
"3537","Completed high school"
"3538","Some college, tech"
"3539","Completed high school"
"3540","Some college, tech"
"3541","Completed high school"
"3542","Some college, tech"
"3543","Completed college/grad"
"3544","Completed high school"
"3545","Less than high school"
"3546","Completed high school"
"3547",NA
"3548","Some college, tech"
"3549",NA
"3550","Some college, tech"
"3551","Some college, tech"
"3552",NA
"3553","Less than high school"
"3554",NA
"3555","Completed high school"
"3556",NA
"3557","Completed high school"
"3558","Some college, tech"
"3559","Some college, tech"
"3560","Some college, tech"
"3561","Completed high school"
"3562","Completed college/grad"
"3563","Some college, tech"
"3564",NA
"3565","Completed college/grad"
"3566",NA
"3567","Some college, tech"
"3568",NA
"3569","Some college, tech"
"3570",NA
"3571","Some college, tech"
"3572",NA
"3573","Some college, tech"
"3574","Some college, tech"
"3575",NA
"3576","Completed college/grad"
"3577","Some college, tech"
"3578","Completed high school"
"3579","Completed high school"
"3580","Less than high school"
"3581","Completed college/grad"
"3582","Some college, tech"
"3583","Completed high school"
"3584","Completed high school"
"3585",NA
"3586",NA
"3587",NA
"3588","Less than high school"
"3589","Completed high school"
"3590","Some college, tech"
"3591","Completed high school"
"3592","Some college, tech"
"3593","Completed high school"
"3594","Completed high school"
"3595",NA
"3596",NA
"3597","Some college, tech"
"3598","Completed high school"
"3599",NA
"3600","Some college, tech"
"3601","Less than high school"
"3602",NA
"3603","Completed high school"
"3604","Completed high school"
"3605","Less than high school"
"3606","Some college, tech"
"3607","Some college, tech"
"3608",NA
"3609",NA
"3610",NA
"3611",NA
"3612","Some college, tech"
"3613",NA
"3614","Completed high school"
"3615",NA
"3616",NA
"3617",NA
"3618","Completed high school"
"3619",NA
"3620","Completed college/grad"
"3621",NA
"3622","Completed high school"
"3623","Completed high school"
"3624","Some college, tech"
"3625",NA
"3626",NA
"3627","Some college, tech"
"3628",NA
"3629","Less than high school"
"3630","Completed high school"
"3631",NA
"3632",NA
"3633","Less than high school"
"3634","Completed college/grad"
"3635",NA
"3636",NA
"3637","Less than high school"
"3638",NA
"3639","Completed high school"
"3640","Some college, tech"
"3641",NA
"3642","Less than high school"
"3643","Completed high school"
"3644",NA
"3645",NA
"3646","Completed high school"
"3647",NA
"3648",NA
"3649","Completed college/grad"
"3650","Less than high school"
"3651",NA
"3652","Completed college/grad"
"3653",NA
"3654","Completed high school"
"3655",NA
"3656",NA
"3657","Completed high school"
"3658","Completed college/grad"
"3659","Completed high school"
"3660","Completed college/grad"
"3661",NA
"3662",NA
"3663","Completed college/grad"
"3664","Less than high school"
"3665","Completed college/grad"
"3666","Some college, tech"
"3667",NA
"3668","Less than high school"
"3669","Completed high school"
"3670",NA
"3671","Completed high school"
"3672","Completed college/grad"
"3673",NA
"3674",NA
"3675",NA
"3676","Completed college/grad"
"3677","Some college, tech"
"3678","Some college, tech"
"3679","Completed high school"
"3680","Completed college/grad"
"3681","Some college, tech"
"3682",NA
"3683","Completed high school"
"3684","Some college, tech"
"3685",NA
"3686","Completed high school"
"3687",NA
"3688","Completed high school"
"3689","Some college, tech"
"3690","Completed college/grad"
"3691","Completed high school"
"3692","Some college, tech"
"3693",NA
"3694","Completed high school"
"3695",NA
"3696",NA
"3697",NA
"3698",NA
"3699",NA
"3700","Completed high school"
"3701","Some college, tech"
"3702","Some college, tech"
"3703","Less than high school"
"3704",NA
"3705",NA
"3706",NA
"3707","Some college, tech"
"3708","Completed high school"
"3709","Less than high school"
"3710","Completed high school"
"3711","Some college, tech"
"3712",NA
"3713",NA
"3714","Some college, tech"
"3715","Completed high school"
"3716",NA
"3717","Some college, tech"
"3718",NA
"3719","Less than high school"
"3720",NA
"3721","Some college, tech"
"3722","Completed high school"
"3723",NA
"3724","Some college, tech"
"3725",NA
"3726","Completed high school"
"3727","Completed high school"
"3728",NA
"3729",NA
"3730","Some college, tech"
"3731","Less than high school"
"3732",NA
"3733",NA
"3734","Completed high school"
"3735","Completed high school"
"3736","Some college, tech"
"3737","Completed high school"
"3738","Some college, tech"
"3739",NA
"3740",NA
"3741","Completed high school"
"3742","Completed high school"
"3743","Some college, tech"
"3744",NA
"3745","Less than high school"
"3746","Completed high school"
"3747","Completed college/grad"
"3748",NA
"3749","Completed college/grad"
"3750","Less than high school"
"3751","Completed high school"
"3752","Less than high school"
"3753","Completed college/grad"
"3754",NA
"3755","Completed high school"
"3756",NA
"3757",NA
"3758","Completed high school"
"3759","Completed high school"
"3760",NA
"3761","Some college, tech"
"3762","Some college, tech"
"3763","Completed high school"
"3764",NA
"3765",NA
"3766","Completed high school"
"3767","Some college, tech"
"3768","Some college, tech"
"3769","Some college, tech"
"3770",NA
"3771","Some college, tech"
"3772","Completed high school"
"3773",NA
"3774",NA
"3775",NA
"3776","Some college, tech"
"3777",NA
"3778","Completed high school"
"3779",NA
"3780",NA
"3781","Completed high school"
"3782",NA
"3783","Completed high school"
"3784","Less than high school"
"3785",NA
"3786",NA
"3787","Completed college/grad"
"3788","Some college, tech"
"3789",NA
"3790","Completed high school"
"3791",NA
"3792",NA
"3793","Completed high school"
"3794","Some college, tech"
"3795",NA
"3796",NA
"3797","Some college, tech"
"3798","Completed high school"
"3799",NA
"3800","Less than high school"
"3801",NA
"3802","Some college, tech"
"3803",NA
"3804","Completed high school"
"3805","Completed college/grad"
"3806",NA
"3807","Completed college/grad"
"3808","Completed high school"
"3809","Completed college/grad"
"3810","Completed high school"
"3811",NA
"3812","Less than high school"
"3813","Some college, tech"
"3814",NA
"3815","Some college, tech"
"3816","Some college, tech"
"3817","Some college, tech"
"3818",NA
"3819","Completed high school"
"3820","Some college, tech"
"3821",NA
"3822",NA
"3823","Completed high school"
"3824",NA
"3825",NA
"3826","Some college, tech"
"3827",NA
"3828","Some college, tech"
"3829",NA
"3830",NA
"3831",NA
"3832","Some college, tech"
"3833","Completed high school"
"3834","Completed high school"
"3835","Less than high school"
"3836","Completed high school"
"3837",NA
"3838","Completed high school"
"3839","Some college, tech"
"3840","Some college, tech"
"3841","Some college, tech"
"3842",NA
"3843","Less than high school"
"3844",NA
"3845","Less than high school"
"3846",NA
"3847",NA
"3848","Less than high school"
"3849",NA
"3850","Some college, tech"
"3851","Some college, tech"
"3852","Some college, tech"
"3853",NA
"3854","Less than high school"
"3855","Less than high school"
"3856",NA
"3857","Less than high school"
"3858",NA
"3859",NA
"3860","Less than high school"
"3861","Completed college/grad"
"3862","Some college, tech"
"3863","Some college, tech"
"3864","Some college, tech"
"3865","Completed high school"
"3866","Some college, tech"
"3867","Completed high school"
"3868",NA
"3869","Some college, tech"
"3870",NA
"3871",NA
"3872",NA
"3873","Completed high school"
"3874","Completed high school"
"3875","Completed high school"
"3876","Some college, tech"
"3877",NA
"3878","Completed college/grad"
"3879","Less than high school"
"3880","Completed college/grad"
"3881","Less than high school"
"3882",NA
"3883","Some college, tech"
"3884",NA
"3885","Some college, tech"
"3886",NA
"3887","Completed high school"
"3888","Some college, tech"
"3889","Some college, tech"
"3890","Completed high school"
"3891","Completed high school"
"3892","Completed college/grad"
"3893","Completed high school"
"3894",NA
"3895",NA
"3896",NA
"3897",NA
"3898",NA
"3899",NA
"3900",NA
"3901",NA
"3902","Some college, tech"
"3903",NA
"3904",NA
"3905","Some college, tech"
"3906","Some college, tech"
"3907",NA
"3908","Completed college/grad"
"3909","Completed high school"
"3910","Some college, tech"
"3911",NA
"3912","Some college, tech"
"3913","Less than high school"
"3914","Completed high school"
"3915","Some college, tech"
"3916","Completed high school"
"3917","Some college, tech"
"3918",NA
"3919","Some college, tech"
"3920","Completed high school"
"3921","Some college, tech"
"3922","Completed high school"
"3923","Completed college/grad"
"3924",NA
"3925","Some college, tech"
"3926",NA
"3927",NA
"3928","Completed high school"
"3929","Some college, tech"
"3930","Completed high school"
"3931","Some college, tech"
"3932",NA
"3933","Completed high school"
"3934",NA
"3935","Some college, tech"
"3936","Completed college/grad"
"3937",NA
"3938",NA
"3939",NA
"3940","Completed high school"
"3941","Completed high school"
"3942","Completed high school"
"3943",NA
"3944","Some college, tech"
"3945",NA
"3946","Completed high school"
"3947","Completed high school"
"3948","Completed high school"
"3949",NA
"3950","Some college, tech"
"3951","Completed college/grad"
"3952","Less than high school"
"3953",NA
"3954","Some college, tech"
"3955","Completed high school"
"3956","Some college, tech"
"3957","Some college, tech"
"3958","Completed high school"
"3959","Completed college/grad"
"3960",NA
"3961","Completed high school"
"3962",NA
"3963","Some college, tech"
"3964","Completed high school"
"3965","Less than high school"
"3966","Some college, tech"
"3967",NA
"3968","Completed high school"
"3969",NA
"3970","Completed high school"
"3971","Completed high school"
"3972","Completed college/grad"
"3973",NA
"3974","Some college, tech"
"3975","Completed high school"
"3976","Completed high school"
"3977","Some college, tech"
"3978","Completed high school"
"3979","Completed high school"
"3980","Less than high school"
"3981","Some college, tech"
"3982",NA
"3983",NA
"3984","Completed high school"
"3985",NA
"3986",NA
"3987",NA
"3988",NA
"3989","Completed high school"
"3990","Some college, tech"
"3991","Less than high school"
"3992","Some college, tech"
"3993",NA
"3994","Some college, tech"
"3995",NA
"3996","Completed high school"
"3997","Completed college/grad"
"3998","Completed high school"
"3999",NA
"4000",NA
"4001","Completed high school"
"4002","Completed high school"
"4003","Less than high school"
"4004","Some college, tech"
"4005","Completed high school"
"4006","Less than high school"
"4007","Completed high school"
"4008","Some college, tech"
"4009","Completed high school"
"4010",NA
"4011","Some college, tech"
"4012",NA
"4013","Completed college/grad"
"4014","Completed high school"
"4015","Some college, tech"
"4016",NA
"4017",NA
"4018","Some college, tech"
"4019",NA
"4020",NA
"4021","Completed high school"
"4022","Less than high school"
"4023",NA
"4024","Completed high school"
"4025","Completed high school"
"4026","Completed high school"
"4027",NA
"4028","Completed high school"
"4029",NA
"4030",NA
"4031","Completed high school"
"4032","Less than high school"
"4033","Completed high school"
"4034","Some college, tech"
"4035",NA
"4036","Completed high school"
"4037",NA
"4038","Some college, tech"
"4039","Less than high school"
"4040","Completed high school"
"4041","Some college, tech"
"4042","Completed high school"
"4043",NA
"4044","Some college, tech"
"4045",NA
"4046",NA
"4047",NA
"4048",NA
"4049","Some college, tech"
"4050","Less than high school"
"4051",NA
"4052","Completed college/grad"
"4053",NA
"4054",NA
"4055","Completed college/grad"
"4056",NA
"4057","Some college, tech"
"4058",NA
"4059","Completed college/grad"
"4060","Completed high school"
"4061",NA
"4062","Completed high school"
"4063","Completed high school"
"4064",NA
"4065","Completed high school"
"4066","Less than high school"
"4067",NA
"4068","Completed high school"
"4069","Less than high school"
"4070",NA
"4071",NA
"4072","Completed high school"
"4073","Completed high school"
"4074","Completed high school"
"4075",NA
"4076","Less than high school"
"4077",NA
"4078",NA
"4079","Some college, tech"
"4080",NA
"4081",NA
"4082","Completed high school"
"4083","Some college, tech"
"4084",NA
"4085","Completed high school"
"4086","Some college, tech"
"4087","Some college, tech"
"4088","Less than high school"
"4089","Less than high school"
"4090",NA
"4091","Some college, tech"
"4092",NA
"4093","Completed high school"
"4094",NA
"4095","Completed college/grad"
"4096","Some college, tech"
"4097",NA
"4098","Completed high school"
"4099",NA
"4100",NA
"4101","Completed high school"
"4102","Less than high school"
"4103",NA
"4104",NA
"4105",NA
"4106","Some college, tech"
"4107","Completed high school"
"4108","Some college, tech"
"4109",NA
"4110",NA
"4111",NA
"4112","Completed high school"
"4113",NA
"4114","Completed high school"
"4115",NA
"4116","Completed high school"
"4117","Completed college/grad"
"4118","Some college, tech"
"4119","Some college, tech"
"4120","Some college, tech"
"4121","Completed high school"
"4122","Completed high school"
"4123","Less than high school"
"4124",NA
"4125","Completed college/grad"
"4126",NA
"4127",NA
"4128",NA
"4129","Some college, tech"
"4130",NA
"4131","Completed high school"
"4132",NA
"4133","Completed high school"
"4134",NA
"4135","Completed high school"
"4136",NA
"4137","Completed high school"
"4138",NA
"4139","Completed high school"
"4140","Completed high school"
"4141",NA
"4142","Some college, tech"
"4143","Some college, tech"
"4144","Less than high school"
"4145","Some college, tech"
"4146","Some college, tech"
"4147","Some college, tech"
"4148",NA
"4149",NA
"4150","Some college, tech"
"4151",NA
"4152",NA
"4153",NA
"4154","Less than high school"
"4155","Completed high school"
"4156","Less than high school"
"4157","Completed high school"
"4158",NA
"4159","Some college, tech"
"4160","Some college, tech"
"4161","Some college, tech"
"4162",NA
"4163","Some college, tech"
"4164","Some college, tech"
"4165","Completed high school"
"4166","Less than high school"
"4167","Completed college/grad"
"4168","Less than high school"
"4169","Some college, tech"
"4170","Less than high school"
"4171","Completed high school"
"4172","Completed high school"
"4173","Completed high school"
"4174",NA
"4175",NA
"4176","Completed high school"
"4177","Less than high school"
"4178","Some college, tech"
"4179","Completed high school"
"4180","Some college, tech"
"4181",NA
"4182","Completed high school"
"4183","Completed high school"
"4184",NA
"4185","Some college, tech"
"4186",NA
"4187","Completed college/grad"
"4188","Less than high school"
"4189","Some college, tech"
"4190",NA
"4191",NA
"4192","Some college, tech"
"4193",NA
"4194",NA
"4195",NA
"4196",NA
"4197",NA
"4198","Completed high school"
"4199","Completed college/grad"
"4200",NA
"4201",NA
"4202",NA
"4203","Some college, tech"
"4204",NA
"4205",NA
"4206",NA
"4207","Completed high school"
"4208","Completed high school"
"4209","Completed high school"
"4210",NA
"4211","Some college, tech"
"4212",NA
"4213",NA
"4214",NA
"4215",NA
"4216","Completed high school"
"4217",NA
"4218",NA
"4219",NA
"4220",NA
"4221","Less than high school"
"4222","Some college, tech"
"4223","Some college, tech"
"4224","Some college, tech"
"4225",NA
"4226","Some college, tech"
"4227",NA
"4228","Some college, tech"
"4229","Completed high school"
"4230","Completed high school"
"4231","Completed high school"
"4232","Less than high school"
"4233","Some college, tech"
"4234",NA
"4235","Completed college/grad"
"4236","Less than high school"
"4237",NA
"4238","Less than high school"
"4239","Completed college/grad"
"4240","Completed high school"
"4241","Less than high school"
"4242",NA
"4243",NA
"4244","Completed high school"
"4245",NA
"4246","Completed high school"
"4247","Less than high school"
"4248",NA
"4249","Some college, tech"
"4250",NA
"4251",NA
"4252","Some college, tech"
"4253","Completed high school"
"4254",NA
"4255","Less than high school"
"4256","Some college, tech"
"4257",NA
"4258","Some college, tech"
"4259","Less than high school"
"4260","Some college, tech"
"4261","Completed high school"
"4262","Completed high school"
"4263","Completed high school"
"4264","Some college, tech"
"4265","Some college, tech"
"4266","Some college, tech"
"4267",NA
"4268",NA
"4269","Some college, tech"
"4270","Completed high school"
